"","Country","Afrobarometer Round Number","Survey Start Date","Survey End Date","Survey Duration","Region","Credibility of Region","Average Dates of Violence","Start Dates of Violence","End Dates of Violence","Casualties","Fatalities High Estimate","Fatalities Low Estimate","Fatalities Average","Injuries","Notes","Sources"
"318","Kenya","Round 5",2011-11-02,2011-11-29,27,"Dadaab",1,2011-10-14,2011-10-14,2011-10-14,NA,0,0,0,NA,"Unidentified Somali gunmen abduct two refugees and two Spanish doctors from a refugee camp near Somalia. Kenyan authorities increase their presence along the border and send military patrols into Somalia in response.","ACLED"
"319","Kenya","Round 5",2011-11-02,2011-11-29,27,"Africa",1,2011-11-24,2011-11-24,2011-11-24,NA,1,1,1,NA,"","UCDP"
"320","Kenya","Round 5",2011-11-02,2011-11-29,27,"Africa",1,2011-11-24,2011-11-24,2011-11-24,NA,6,6,6,NA,"","UCDP"
"321","Kenya","Round 5",2011-11-02,2011-11-29,27,"Africa",1,2011-11-05,2011-11-05,2011-11-05,NA,2,0,0,NA,"","UCDP"
"322","Kenya","Round 5",2011-11-02,2011-11-29,27,"Africa",2,2011-10-22,2011-10-21,2011-10-23,NA,3,3,3,NA,"","UCDP"
"323","Kenya","Round 5",2011-11-02,2011-11-29,27,"Africa",1,2011-10-22,2011-10-21,2011-10-23,NA,2,2,2,NA,"","UCDP"
"324","Kenya","Round 5",2011-11-02,2011-11-29,27,"Africa",1,2011-10-14,2011-10-14,2011-10-14,NA,8,7,8,NA,"","UCDP"
"325","Kenya","Round 5",2011-11-02,2011-11-29,27,"Africa",2,2011-10-14,2011-10-14,2011-10-14,NA,7,0,7,NA,"","UCDP"
"326","Liberia","Round 5",2012-06-24,2012-07-08,14,"Tchien",2,2012-06-09,2012-06-09,2012-06-09,NA,0,0,0,NA,"Security Measures: Liberia on Saturday closed its border with Cote dIvoire, a day after seven UN peacekeepers and eight civilians were killed during raids in Ivorian villages near the frontier.","ACLED"
"327","Malawi","Round 5",2012-06-04,2012-07-01,27,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"328","Mali","Round 5",2012-12-16,2013-01-01,16,"Bamako",1,2012-12-31,2012-12-31,2012-12-31,NA,0,0,0,NA,"Police forces of Mali prevented youths from protesting the occupation of Northern Mali in Bamako, fearing a risk of a militant attack.","ACLED"
"329","Mali","Round 5",2012-12-16,2013-01-01,16,"Kidal",2,2012-12-29,2012-12-29,2012-12-29,NA,0,0,0,NA,"MUJAO gain the Northeastern region of Mali nearby the border with Algeria","ACLED"
"330","Mali","Round 5",2012-12-16,2013-01-01,16,"Gao",2,2012-12-23,2012-12-23,2012-12-23,NA,2,2,2,NA,"Mali Islamists Launch Fresh Attacks On Timbuktu Shrines","ACLED"
"331","Mali","Round 5",2012-12-16,2013-01-01,16,"Tombouctou",2,2012-12-23,2012-12-23,2012-12-23,NA,0,0,0,NA,"Property destruction: Mali Islamists Launch Fresh Attacks On Timbuktu Mausoleums","ACLED"
"332","Mali","Round 5",2012-12-16,2013-01-01,16,"Bamako",2,2012-12-08,2012-12-08,2012-12-08,NA,0,0,0,NA,"Some 1,000 Bamako residents marched on Saturday (December 8th) to demand international intervention to reclaim northern Mali. This was reported by AFP","ACLED"
"333","Mali","Round 5",2012-12-16,2013-01-01,16,"Gao",2,2012-12-08,2012-12-08,2012-12-08,NA,0,0,0,NA,"Formation of armed group: Malian Islamists have created (December 9, 2012) their own """"Ansar al-Sharia"""" in Gao","ACLED"
"334","Mali","Round 5",2012-12-16,2013-01-01,16,"Gao",3,2012-12-06,2012-12-06,2012-12-06,NA,0,0,0,NA,"Non-violent activity: Mokhtar Belmokhtar assembles suicide bomber brigade in Mali","ACLED"
"335","Mali","Round 5",2012-12-16,2013-01-01,16,"Bamako",3,2012-12-04,2012-12-04,2012-12-04,NA,0,0,0,NA,"Formation of armed group: The commander of """"Those Who Signed in Blood"""" announces the establishment of the fighting brigade called Those Who Signed in Blood, made of the best of our young mujahidin","ACLED"
"336","Mali","Round 5",2012-12-16,2013-01-01,16,"Bamako",3,2012-12-01,2012-12-01,2012-12-01,NA,0,0,0,NA,"Recruitment: Mali Recruits Youth for Azawad Intervention","ACLED"
"337","Mali","Round 5",2012-12-16,2013-01-01,16,"Tombouctou",1,2012-11-29,2012-11-29,2012-11-29,NA,0,0,0,NA,"Militant Islamists in the north of Mali gave three unmarried couples 100 lashes of the whip each on Thursday in the town of Timbuktu","ACLED"
"338","Mali","Round 5",2012-12-16,2013-01-01,16,"Niafunke",1,2012-11-28,2012-11-28,2012-11-28,NA,0,0,0,NA,"Islamists in northern Mali say they have pushed the secular Tuareg rebels out of a northwestern town and into the desert without a fight and now control the main Mali towns bordering Mauritania and Niger","ACLED"
"339","Mali","Round 5",2012-12-16,2013-01-01,16,"Bamako",1,2012-11-24,2012-11-24,2012-11-24,NA,0,0,0,NA,"Several thousand people have turned out for a rally in Malis capital, Bamako, to show support for """"the authentic Islam"""" and to say no to religious extremism","ACLED"
"340","Mali","Round 5",2012-12-16,2013-01-01,16,"Bamako",1,2012-11-22,2012-11-22,2012-11-22,NA,0,0,0,NA,"Protesters baricaded a road in Bamako to stop a car carrying the Prime Minister","ACLED"
"341","Mali","Round 5",2012-12-16,2013-01-01,16,"Kidal",1,2012-11-20,2012-11-20,2012-11-20,NA,1,1,1,NA,"One person was killed and three more injured, including the leader of Ansar Dine, following the mishandling of a racket launcher by a Ansar Dine fighter","ACLED"
"342","Mali","Round 5",2012-12-16,2013-01-01,16,"Bamako",1,2012-11-19,2012-11-19,2012-11-19,NA,0,0,0,NA,"Youths protesting against a land dispute set fire to several vehicles","ACLED"
"343","Mali","Round 5",2012-12-16,2013-01-01,16,"Menaka",1,2012-11-19,2012-11-19,2012-11-19,NA,0,0,0,NA,"The MUJAO drove MNLA forces from the town of Menaka","ACLED"
"344","Mali","Round 5",2012-12-16,2013-01-01,16,"Gao",2,2012-11-17,2012-11-17,2012-11-17,NA,0,0,0,NA,"Movement of forces: Al-Qaedas North African branch has sent hundreds of fighters to reinforce its Islamist allies in the Gao region, after Tuareg rebels launched a failed offensive a day earlier","ACLED"
"345","Mali","Round 5",2012-12-16,2013-01-01,16,"Bamako",1,2012-11-16,2012-11-16,2012-11-16,NA,0,0,0,NA,"Some 400 policemen marched to demand better working conditions","ACLED"
"346","Mali","Round 5",2012-12-16,2013-01-01,16,"Gao",2,2012-11-16,2012-11-16,2012-11-16,NA,13,13,13,NA,"The MNLA launched an """"offensive"""" to retake the key north-central region of Gao from the MUJAO.","ACLED"
"347","Mali","Round 5",2012-12-16,2013-01-01,16,"Africa",2,2012-11-17,2012-11-16,2012-11-19,NA,5,5,5,NA,"","UCDP"
"348","Mali","Round 5",2012-12-16,2013-01-01,16,"Africa",1,2012-11-17,2012-11-16,2012-11-19,NA,7,7,7,NA,"","UCDP"
"349","Mali","Round 5",2012-12-16,2013-01-01,16,"Africa",5,2012-11-16,2012-11-16,2012-11-16,NA,6,6,6,NA,"","UCDP"
"350","Mali","Round 5",2012-12-16,2013-01-01,16,"Africa",1,2012-11-16,2012-11-16,2012-11-16,NA,6,6,6,NA,"","UCDP"
"351","Niger","Round 5",2013-03-31,2013-04-15,15,"Ville de Niamey",2,2013-04-05,2013-04-05,2013-04-05,NA,0,0,0,NA,"Some 2,000 students held a protest in Nigers capital Niamey on Friday against French nuclear group Areva demand their country get a bigger slice of its uranium mining revenues.","ACLED"
"352","Nigeria","Round 5",2012-10-29,2012-11-30,32,"Igabi",1,2012-11-30,2012-11-30,2012-11-30,NA,2,2,2,NA,"At least two Baptist pastors have been """"recently"""" killed and a number of Baptist properties destroyed in violent attacks by Boko Haram in Jaji. Exact date(s) unknown.","ACLED"
"353","Nigeria","Round 5",2012-10-29,2012-11-30,32,"Mobbar",1,2012-11-30,2012-11-30,2012-11-30,NA,5,5,5,NA,"Gunmen attack a immigration office, kill two officers and a bystander. Later, a bakery was attacked, killing three workers. It is unclear if this was a militant attack or a robbery.","ACLED"
"354","Nigeria","Round 5",2012-10-29,2012-11-30,32,"Africa",1,2012-11-28,2012-11-28,2012-11-28,NA,10,5,5,NA,"","UCDP"
"355","Nigeria","Round 5",2012-10-29,2012-11-30,32,"Africa",1,2012-11-27,2012-11-27,2012-11-27,NA,9,4,4,NA,"","UCDP"
"356","Nigeria","Round 5",2012-10-29,2012-11-30,32,"Africa",3,2012-11-25,2012-11-25,2012-11-25,NA,5,5,5,NA,"","UCDP"
"357","Nigeria","Round 5",2012-10-29,2012-11-30,32,"Africa",1,2012-11-25,2012-11-25,2012-11-25,NA,9,9,9,NA,"","UCDP"
"358","Nigeria","Round 5",2012-10-29,2012-11-30,32,"Africa",1,2012-11-25,2012-11-25,2012-11-25,NA,30,30,30,NA,"","UCDP"
"359","Nigeria","Round 5",2012-10-29,2012-11-30,32,"Africa",3,2012-11-24,2012-11-24,2012-11-24,NA,1,0,0,NA,"","UCDP"
"360","Nigeria","Round 5",2012-10-29,2012-11-30,32,"Africa",1,2012-11-22,2012-11-22,2012-11-22,NA,4,4,4,NA,"","UCDP"
"361","Nigeria","Round 5",2012-10-29,2012-11-30,32,"Africa",1,2012-11-22,2012-11-22,2012-11-22,NA,5,0,3,NA,"Gunmen kill 11 in two Nigerian cities","UCDP"
"362","Nigeria","Round 5",2012-10-29,2012-11-30,32,"Africa",1,2012-11-21,2012-11-20,2012-11-22,NA,10,10,10,NA,"","UCDP"
"363","Nigeria","Round 5",2012-10-29,2012-11-30,32,"Africa",3,2012-11-21,2012-11-21,2012-11-21,NA,5,5,5,NA,"","UCDP"
"364","Nigeria","Round 5",2012-10-29,2012-11-30,32,"Africa",1,2012-11-18,2012-11-18,2012-11-19,NA,35,35,35,NA,"","UCDP"
"365","Nigeria","Round 5",2012-10-29,2012-11-30,32,"Africa",1,2012-11-18,2012-11-18,2012-11-18,NA,10,3,3,NA,"","UCDP"
"366","Nigeria","Round 5",2012-10-29,2012-11-30,32,"Africa",3,2012-11-18,2012-11-18,2012-11-18,NA,1,1,1,NA,"","UCDP"
"367","Nigeria","Round 5",2012-10-29,2012-11-30,32,"Africa",1,2012-11-15,2012-11-15,2012-11-15,NA,40,11,11,NA,"","UCDP"
"368","Nigeria","Round 5",2012-10-29,2012-11-30,32,"Africa",1,2012-11-15,2012-11-15,2012-11-15,NA,3,0,3,NA,"","UCDP"
"369","Nigeria","Round 5",2012-10-29,2012-11-30,32,"Africa",1,2012-11-13,2012-11-13,2012-11-13,NA,1,1,1,NA,"","UCDP"
"370","Nigeria","Round 5",2012-10-29,2012-11-30,32,"Africa",1,2012-11-13,2012-11-13,2012-11-13,NA,1,1,1,NA,"","UCDP"
"371","Nigeria","Round 5",2012-10-29,2012-11-30,32,"Africa",1,2012-11-10,2012-11-10,2012-11-10,NA,1,1,1,NA,"","UCDP"
"372","Nigeria","Round 5",2012-10-29,2012-11-30,32,"Africa",1,2012-11-09,2012-11-09,2012-11-09,NA,3,0,0,NA,"","UCDP"
"373","Nigeria","Round 5",2012-10-29,2012-11-30,32,"Africa",1,2012-11-06,2012-11-06,2012-11-06,NA,4,4,4,NA,"","UCDP"
"374","Nigeria","Round 5",2012-10-29,2012-11-30,32,"Africa",5,2012-11-05,2012-11-05,2012-11-05,NA,2,0,0,NA,"","UCDP"
"375","Nigeria","Round 5",2012-10-29,2012-11-30,32,"Africa",1,2012-11-04,2012-11-04,2012-11-04,NA,2,0,0,NA,"","UCDP"
"376","Nigeria","Round 5",2012-10-29,2012-11-30,32,"Africa",3,2012-11-02,2012-11-02,2012-11-02,NA,3,0,0,NA,"","UCDP"
"377","Nigeria","Round 5",2012-10-29,2012-11-30,32,"Africa",1,2012-10-28,2012-10-28,2012-10-28,NA,3,3,3,NA,"","UCDP"
"378","Nigeria","Round 5",2012-10-29,2012-11-30,32,"Africa",1,2012-10-24,2012-10-24,2012-10-24,NA,1,0,1,NA,"","UCDP"
"379","Nigeria","Round 5",2012-10-29,2012-11-30,32,"Africa",1,2012-10-20,2012-10-20,2012-10-20,NA,4,4,4,NA,"","UCDP"
"380","Nigeria","Round 5",2012-10-29,2012-11-30,32,"Africa",1,2012-10-20,2012-10-20,2012-10-20,NA,8,0,8,NA,"","UCDP"
"381","Nigeria","Round 5",2012-10-29,2012-11-30,32,"Africa",3,2012-10-19,2012-10-19,2012-10-19,NA,1,1,1,NA,"","UCDP"
"382","Nigeria","Round 5",2012-10-29,2012-11-30,32,"Africa",1,2012-10-18,2012-10-18,2012-10-18,NA,4,0,0,NA,"","UCDP"
"383","Nigeria","Round 5",2012-10-29,2012-11-30,32,"Africa",3,2012-10-18,2012-10-18,2012-10-18,NA,17,0,10,NA,"","UCDP"
"384","Nigeria","Round 5",2012-10-29,2012-11-30,32,"Africa",1,2012-10-15,2012-10-15,2012-10-15,NA,26,0,0,NA,"","UCDP"
"385","Nigeria","Round 5",2012-10-29,2012-11-30,32,"Africa",2,2012-10-14,2012-10-14,2012-10-14,NA,30,30,30,NA,"","UCDP"
"386","Nigeria","Round 5",2012-10-29,2012-11-30,32,"Africa",1,2012-10-14,2012-10-14,2012-10-14,NA,2,0,2,NA,"","UCDP"
"387","Nigeria","Round 5",2012-10-29,2012-11-30,32,"Africa",3,2012-10-13,2012-10-13,2012-10-13,NA,2,2,2,NA,"","UCDP"
"388","Nigeria","Round 5",2012-10-29,2012-11-30,32,"Africa",2,2012-10-13,2012-10-13,2012-10-13,NA,2,2,2,NA,"","UCDP"
"389","Nigeria","Round 5",2012-10-29,2012-11-30,32,"Africa",1,2012-10-13,2012-10-13,2012-10-13,NA,1,1,1,NA,"","UCDP"
"390","Nigeria","Round 5",2012-10-29,2012-11-30,32,"Africa",3,2012-10-13,2012-10-13,2012-10-13,NA,1,1,1,NA,"","UCDP"
"391","Nigeria","Round 5",2012-10-29,2012-11-30,32,"Africa",3,2012-10-10,2012-10-09,2012-10-12,NA,1,1,1,NA,"","UCDP"
"392","Nigeria","Round 5",2012-10-29,2012-11-30,32,"Africa",3,2012-10-10,2012-10-10,2012-10-10,NA,8,8,8,NA,"","UCDP"
"393","Nigeria","Round 5",2012-10-29,2012-11-30,32,"Africa",3,2012-10-10,2012-10-10,2012-10-10,NA,4,4,4,NA,"","UCDP"
"394","Nigeria","Round 5",2012-10-29,2012-11-30,32,"Africa",1,2012-10-10,2012-10-10,2012-10-10,NA,2,2,2,NA,"","UCDP"
"395","Nigeria","Round 5",2012-10-29,2012-11-30,32,"Africa",3,2012-10-10,2012-10-10,2012-10-10,NA,4,4,4,NA,"","UCDP"
"396","Nigeria","Round 5",2012-10-29,2012-11-30,32,"Africa",3,2012-10-10,2012-10-10,2012-10-10,NA,2,2,2,NA,"","UCDP"
"397","Nigeria","Round 5",2012-10-29,2012-11-30,32,"Africa",1,2012-10-09,2012-10-09,2012-10-09,NA,2,0,0,NA,"","UCDP"
"398","Nigeria","Round 5",2012-10-29,2012-11-30,32,"Africa",3,2012-10-09,2012-10-09,2012-10-09,NA,1,1,1,NA,"","UCDP"
"399","Nigeria","Round 5",2012-10-29,2012-11-30,32,"Africa",1,2012-10-08,2012-10-07,2012-10-09,NA,3,3,3,NA,"","UCDP"
"400","Nigeria","Round 5",2012-10-29,2012-11-30,32,"Africa",1,2012-10-08,2012-10-08,2012-10-08,NA,6,3,3,NA,"","UCDP"
"401","Nigeria","Round 5",2012-10-29,2012-11-30,32,"Africa",1,2012-10-07,2012-10-07,2012-10-07,NA,30,30,30,NA,"","UCDP"
"402","Nigeria","Round 5",2012-10-29,2012-11-30,32,"Africa",1,2012-10-07,2012-10-07,2012-10-07,NA,2,2,2,NA,"","UCDP"
"403","Nigeria","Round 5",2012-10-29,2012-11-30,32,"Africa",2,2012-10-07,2012-10-07,2012-10-07,NA,1,1,1,NA,"","UCDP"
"404","Nigeria","Round 5",2012-10-29,2012-11-30,32,"Africa",1,2012-10-07,2012-10-07,2012-10-07,NA,3,1,1,NA,"","UCDP"
"405","Nigeria","Round 5",2012-10-29,2012-11-30,32,"Africa",3,2012-10-03,2012-10-03,2012-10-03,NA,1,1,1,NA,"","UCDP"
"406","Nigeria","Round 5",2012-10-29,2012-11-30,32,"Africa",1,2012-09-30,2012-09-30,2012-09-30,NA,3,2,2,NA,"","UCDP"
"407","Sierra Leone","Round 5",2012-06-23,2012-07-17,24,"Western Area Urban",1,2012-06-07,2012-06-07,2012-06-07,NA,0,0,0,NA,"Youths clashed with the police who fired tear gas canisters to disperse protests over the killing on Tuesday of two youths the police mistakenly took for armed robbers.","ACLED"
"408","South Africa","Round 5",2011-10-20,2011-11-30,41,"City of Johannesburg",1,2011-11-29,2011-11-29,2011-11-29,NA,0,0,0,NA,"Residents protest against electricity cuts in Kliptown.","ACLED"
"409","South Africa","Round 5",2011-10-20,2011-11-30,41,"eThekwini",1,2011-11-29,2011-11-29,2011-11-29,NA,0,0,0,NA,"Tenants protest eviction following a period of unpaid rent.","ACLED"
"410","Tanzania","Round 5",2012-05-28,2012-06-30,33,"Mjini",1,2012-05-28,2012-05-28,2012-05-28,NA,0,0,0,NA,"Rioters from Islamic faith group Uamsho torch churches and clash with police over several days","ACLED"
"411","Tanzania","Round 5",2012-05-28,2012-06-30,33,"Mjini",1,2012-05-27,2012-05-27,2012-05-27,NA,0,0,0,NA,"Rioters from Islamic faith group Uamsho torch churches and clash with police over several days","ACLED"
"412","Togo","Round 5",2012-12-17,2012-12-29,12,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"413","Uganda","Round 5",2011-12-02,2012-02-27,87,"Kampala Capital City",1,2012-02-26,2012-02-26,2012-02-26,NA,0,0,0,NA,"Students riot over poor conditions at their school","ACLED"
"414","Uganda","Round 5",2011-12-02,2012-02-27,87,"Butambala",1,2012-02-26,2012-02-26,2012-02-26,NA,0,0,0,NA,"A4C peaceful rally","ACLED"
"415","Zambia","Round 5",2012-01-21,2013-02-19,395,"Lusaka",1,2013-01-27,2013-01-27,2013-01-27,NA,0,0,0,NA,"Police arrested PF supporters who tried to violently disrupt a UPND rally. PF supporters also attacked journalists at the rally. [size=no report].","ACLED"
"416","Zambia","Round 5",2012-01-21,2013-02-19,395,"Kitwe",1,2013-01-23,2013-01-23,2013-01-23,NA,0,0,0,NA,"Business students stage protest over alleged poor administration at school","ACLED"
"417","Zimbabwe","Round 5",2012-07-16,2012-07-30,14,"Harare",1,2012-07-30,2012-07-30,2012-07-30,NA,0,0,0,NA,"War veterans aligned to ZANU-PF raid Bitis office to demand closure of finance ministry","ACLED"
"418","Zimbabwe","Round 5",2012-07-16,2012-07-30,14,"Harare",1,2012-07-24,2012-07-24,2012-07-24,NA,0,0,0,NA,"Public workers stage protest to demand higher salaries","ACLED"
"419","Burkina Faso","Round 4",2008-10-06,2008-10-21,15,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"420","Ghana","Round 4",2008-03-04,2008-03-27,23,"Bawku Municipal",1,2008-03-09,2008-03-09,2008-03-09,NA,2,2,2,NA,"Two men were shot dead in the Kasusis territory. Both men were on their way to Burkina Faso but thought to be killed mistakenly over the Kasusis-Mamprusis dispute.","ACLED"
"421","Ghana","Round 4",2008-03-04,2008-03-27,23,"Africa",1,2008-03-11,2008-03-11,2008-03-11,NA,2,2,2,NA,"","UCDP"
"422","Ghana","Round 4",2008-03-04,2008-03-27,23,"Africa",1,2008-03-03,2008-01-01,2008-05-05,NA,5,5,5,NA,"","UCDP"
"423","Kenya","Round 4",2008-10-29,2008-11-17,19,"Kajiado Central",2,2008-11-14,2008-11-14,2008-11-14,NA,3,3,3,NA,"3 feared in dead in clash over stolen cattle. FATALITIES: estimate only/ not actor specific. Linked with attack at Nkokonani Village (both locations situated in Olpusi Moru)","ACLED"
"424","Kenya","Round 4",2008-10-29,2008-11-17,19,"Mandera East",1,2008-11-10,2008-11-10,2008-11-10,NA,0,0,0,NA,"2 Italian nuns abducted by armed group from Somalia. Release in February 2009.","ACLED"
"425","Kenya","Round 4",2008-10-29,2008-11-17,19,"Mandera South",1,2008-11-08,2008-11-08,2008-11-08,NA,0,0,0,NA,"Ca. 20 nidentified Somalian bandits attacked 2 nuns were abducted on the second day of violence. No injuries reported/ motive not know. LOCATION: Elwak town in Mandera district (district capital = Mandera)","ACLED"
"426","Kenya","Round 4",2008-10-29,2008-11-17,19,"Mandera South",1,2008-11-07,2008-11-07,2008-11-07,NA,0,0,0,NA,"Ca. 20 unidentified Somalian bandits attacked - Government quaters building bombed - 2 government vehicles. No injuries reported/ motive not know. LOCATION: Elwak town in Mandera District (district capital = Mandera)","ACLED"
"427","Kenya","Round 4",2008-10-29,2008-11-17,19,"Naivasha",3,2008-11-07,2008-11-07,2008-11-07,NA,0,0,0,NA,"2 civilians killed by unidentified, heavily armed cattle rustlers. LOCATION: Logonot in Naivasha Division, Nakuru District (divisional capital = Naivasha)","ACLED"
"428","Kenya","Round 4",2008-10-29,2008-11-17,19,"Mandera East",1,2008-11-04,2008-11-04,2008-11-04,NA,0,0,0,NA,"Ca. 150 Somalian & Ethiopian militia arrested by police. They are suspected to have been involved in fuelling the persistent violence that had taken place in the previous months.","ACLED"
"429","Kenya","Round 4",2008-10-29,2008-11-17,19,"Mandera East",1,2008-10-19,2008-10-19,2008-10-19,NA,0,0,0,NA,"Renewed clan fighting in Mandera District between rival clans. 7 residents + 1 officer (not involved in the conflict, only passing in convoy) killed. Over 800 animals stolen. 31 houses burned in Koromey village, Mandera District. ACTORES: GARRE & MURULE","ACLED"
"430","Kenya","Round 4",2008-10-29,2008-11-17,19,"Mandera East",1,2008-10-19,2008-10-19,2008-10-19,NA,8,8,8,NA,"Renewed clan fighting in Mandera District between rival clans. (7 residents killed + 1 officer in convoy - coded seperately). Over 800 animals stolen. 31 houses burned in Koromey village, Mandera District.","ACLED"
"431","Kenya","Round 4",2008-10-29,2008-11-17,19,"Mandera South",3,2008-10-15,2008-10-15,2008-10-15,NA,4,4,4,NA,"Fighting over boreholes left at least 4 dead after 2 days of violence (coded on last day of violence) FATALITIES - NOT ACTOR SPECIFIC. 4 police were also injured & 2 people reported missing. LOCATION: Elwak in Madera district (district capital = Mandera)","ACLED"
"432","Kenya","Round 4",2008-10-29,2008-11-17,19,"Embakasi Central",1,2008-10-15,2008-10-15,2008-10-15,NA,0,0,0,NA,"Matatu (bus) was attacked and petrol bombed by Mungiki sect as a warning to a bus company which had failed to pay the protection fees demanded by the gang. Several injured.","ACLED"
"433","Kenya","Round 4",2008-10-29,2008-11-17,19,"Starehe",3,2008-10-15,2008-10-15,2008-10-15,NA,1,1,1,NA,"Police officer saying that police were killing Mungiki sect members was found killed in October 2008.","ACLED"
"434","Kenya","Round 4",2008-10-29,2008-11-17,19,"Mandera South",3,2008-10-14,2008-10-14,2008-10-14,NA,4,4,4,NA,"Fighting over boreholes left at least 4 dead after 2 days of violence (coded on last day of violence). 4 police were also injured & 2 people reported missing. LOCATION: Elwak town in Mandera District (district capital = Mandera)","ACLED"
"435","Kenya","Round 4",2008-10-29,2008-11-17,19,"Mandera East",1,2008-10-14,2008-10-14,2008-10-14,NA,4,4,4,NA,"Fighting over boreholes left at least 4 dead after 2 days of violence (coded on last day of violence)","ACLED"
"436","Kenya","Round 4",2008-10-29,2008-11-17,19,"Africa",1,2008-11-17,2008-11-17,2008-11-17,NA,3,3,3,NA,"","UCDP"
"437","Kenya","Round 4",2008-10-29,2008-11-17,19,"Africa",4,2008-10-18,2008-10-18,2008-10-18,NA,6,6,6,NA,"","UCDP"
"438","Kenya","Round 4",2008-10-29,2008-11-17,19,"Africa",5,2008-10-16,2008-10-01,2008-10-31,NA,1,1,1,NA,"","UCDP"
"439","Kenya","Round 4",2008-10-29,2008-11-17,19,"Africa",2,2008-10-16,2008-10-16,2008-10-16,NA,1,1,1,NA,"","UCDP"
"440","Kenya","Round 4",2008-10-29,2008-11-17,19,"Africa",3,2008-10-16,2008-10-16,2008-10-16,NA,7,4,4,NA,"","UCDP"
"441","Kenya","Round 4",2008-10-29,2008-11-17,19,"Africa",4,2008-10-13,2008-10-13,2008-10-14,NA,15,15,15,NA,"","UCDP"
"442","Liberia","Round 4",2008-12-09,2009-02-08,61,"Firestone",1,2008-12-09,2008-12-09,2008-12-09,NA,0,0,0,NA,"armed robbers attacked workers at Firestone","ACLED"
"443","Liberia","Round 4",2008-12-09,2009-02-08,61,"Tewor",1,2008-11-10,2008-11-10,2008-11-10,NA,0,0,0,NA,"Movement of forces: UNMIL stepped up security on Ivory Coast border due to rebel activity","ACLED"
"444","Liberia","Round 4",2008-12-09,2009-02-08,61,"Liberia",NA,2008-11-24,2008-11-24,2008-11-24,0,0,0,0,0,"","SPEED"
"445","Liberia","Round 4",2008-12-09,2009-02-08,61,"Liberia",NA,2008-11-21,2008-11-21,2008-11-21,0,0,0,0,0,"","SPEED"
"446","Malawi","Round 4",2008-10-02,2008-11-25,54,"Mzimba",1,2008-11-15,2008-11-15,2008-11-15,NA,0,0,0,NA,"Women political candidates face harrassment, intimidation and violence","ACLED"
"447","Malawi","Round 4",2008-10-02,2008-11-25,54,"Nkhata Bay",1,2008-11-13,2008-11-13,2008-11-13,NA,0,0,0,NA,"DPP supporters throw stones after dispute over eligible voters","ACLED"
"448","Malawi","Round 4",2008-10-02,2008-11-25,54,"Mwanza",1,2008-10-29,2008-10-29,2008-10-29,NA,3,3,3,NA,"Three died after mob forced them to drink witchcraft potion","ACLED"
"449","Mali","Round 4",2008-12-15,2008-12-31,16,"Gao",1,2008-12-29,2008-12-29,2008-12-29,NA,2,2,2,NA,"Both deaths were the result of grenade attacks. One of the attackers was killed when the grenade exploded in his hand before he could throw it.","ACLED"
"450","Mali","Round 4",2008-12-15,2008-12-31,16,"Koutiala",1,2008-12-16,2008-12-16,2008-12-16,NA,20,20,20,NA,"","ACLED"
"451","Mali","Round 4",2008-12-15,2008-12-31,16,"Africa",1,2008-12-20,2008-12-20,2008-12-20,NA,25,14,14,NA,"","UCDP"
"452","Nigeria","Round 4",2008-05-13,2008-05-25,12,"Port-Harcourt",3,2008-05-22,2008-05-22,2008-05-22,NA,0,0,0,NA,"MEND attacks an oil station","ACLED"
"453","Nigeria","Round 4",2008-05-13,2008-05-25,12,"Sagbama",2,2008-05-21,2008-05-21,2008-05-21,NA,0,0,0,NA,"MEND attacks oil facility","ACLED"
"454","Nigeria","Round 4",2008-05-13,2008-05-25,12,"Africa",1,2008-05-20,2008-05-10,2008-05-30,NA,6,6,6,NA,"","UCDP"
"455","Nigeria","Round 4",2008-05-13,2008-05-25,12,"Africa",1,2008-05-06,2008-05-03,2008-05-10,NA,8,8,8,NA,"","UCDP"
"456","Nigeria","Round 4",2008-05-13,2008-05-25,12,"Africa",1,2008-05-03,2008-05-03,2008-05-03,NA,2,2,2,NA,"","UCDP"
"457","Nigeria","Round 4",2008-05-13,2008-05-25,12,"Africa",3,2008-04-22,2008-04-22,2008-04-22,NA,6,6,6,NA,"","UCDP"
"458","South Africa","Round 4",2008-10-27,2008-11-23,27,"Capricorn",1,2008-11-20,2008-11-20,2008-11-20,NA,0,0,0,NA,"A vigilante mob burns the properly of a man they believe stabbed another. Police made fifteen arrests.","ACLED"
"459","South Africa","Round 4",2008-10-27,2008-11-23,27,"City of Johannesburg",1,2008-11-19,2008-11-19,2008-11-19,NA,0,0,0,NA,"Members of the JICRA march in the city-center to protest evictions.","ACLED"
"460","Tanzania","Round 4",2008-06-23,2008-07-12,19,"Tarime",1,2008-06-07,2008-06-07,2008-06-07,NA,0,0,0,NA,"100 cattle stolen, shots fired","ACLED"
"461","Uganda","Round 4",2008-07-27,2008-10-28,93,"Kampala Capital City",1,2008-10-27,2008-10-27,2008-10-27,NA,0,0,0,NA,"Unidentified group attacks journalist, attempts to kidnap him. The attackers were suspected soldiers","ACLED"
